city,subcity,restaurant,rating,New Rating Count,rating count,cost,cuisine,menu,item,price,veg_or_non_veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Regular Falooda,100,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Vanilla Falooda,110,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Strawberry Falooda,110,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Chocolate Falooda,130,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Butterscotch Falooda,130,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Black Currant Falooda,145,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Falooda,Pista Falooda,150,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Paan Pasand Lassi,100,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Black Currant Lassi,90,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Butterscotch Lassi,80,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Gulkand Lassi,80,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Blue Currant Lassi,80,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Kashmiri Gulab Lassi,80,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Kiwi Lassi,80,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Green Apple Lassi,70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Lychee Lassi,70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Mango Lassi,70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Strawberry Lassi,70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Guava Lassi,70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Lassi,Plain Lassi,50,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Ice Cream,Vanilla (2 Scoop),70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Ice Cream,Strawberry (2 Scoop),70,Veg
Chennai,Poonamallee,LASSI AND SOUP CORNER,4.1,5,Too Few Ratings,200,Juices,Ice Cream,Pista (2 Scoop),80,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Tandoori,Tandoori Chicken Qtr,150,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Tandoori,Tandoori Chicken Half,270,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Tandoori,Tandoori Chicken Full,520,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Starters,Chicken Spring Roll,200,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Starters,Fish Schezwan,240,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Starters,Prawn Manchurian,240,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Starters,Fish Finger,260,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Starters,Dragon Chicken,230,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Starters,Chinese Lollipop,220,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Chicken Biriyani 1kg,235,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Mutton Biriyani 1kg,340,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Plain Biryani,130,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Chowk Spl Biriyani,360,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Kadai Biriyani,260,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Mashroom Biriyani,170,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Fish Biriyani,260,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Paneer Biriyani,170,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Veg Biriyani,160,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Prawn Biriyani,260,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Egg Biriyani,150,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Spl Mutton Biriyani,340,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Spl Chicken Biriyani,240,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Mutton Mog Biriyani,330,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Chicken Mog Biriyani,230,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Mutton Biriyani,295,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Biriyani,Chicken Biriyani,180,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Butter Roti,45,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Garlic Naan,50,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Chowk Spl Veg Gravy,170,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Kulcha,50,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Butter Naan,50,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Roti,35,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Aloo Paratha,60,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Naan,45,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Kaadai Tandoori,170,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Paneer Tikka,230,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Chicken Tikka,200,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Veg Sheek Kebab,200,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Tandoori Paratha,45,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Masala Kulcha,60,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Fish Tikka,240,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Pulkka,30,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Romali Roti,60,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Egg Stuffed Naan,60,Non-veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Chilli Paratha,180,Veg
Chennai,Poonamallee,Biriyani chowk,4.1,100,100+ ratings,320,"Indian,Chinese",Roti,Phulka,30,Veg
Chennai,Poonamallee,LAKSHMI RESTAURANT,3.7,50,50+ ratings,350,Indian,South Indian,Podi Idly,120,Veg
Chennai,Poonamallee,LAKSHMI RESTAURANT,3.7,50,50+ ratings,350,Indian,South Indian,Gobi Dosa,140,Veg
Chennai,Poonamallee,LAKSHMI RESTAURANT,3.7,50,50+ ratings,350,Indian,South Indian,Podi Dosa,100,Veg
Chennai,Poonamallee,1 Point 2 Devi Mess,2.9,100,100+ ratings,250,South Indian,Shawarma,Shawarma Roll,125,Non-veg
Chennai,Poonamallee,1 Point 2 Devi Mess,2.9,100,100+ ratings,250,South Indian,Shawarma,Special Shawarma Roll,135,Non-veg
Chennai,Poonamallee,1 Point 2 Devi Mess,2.9,100,100+ ratings,250,South Indian,Shawarma,Special Shawarma Plate (1 Pc),148,Non-veg
Chennai,Poonamallee,1 Point 2 Devi Mess,2.9,100,100+ ratings,250,South Indian,Shawarma,Shawarma Plate,135,Non-veg
Chennai,Poonamallee,SRI BALA HOME FOODS,4.1,5,Too Few Ratings,300,Biryani,South Indian,Plain Idly 1 No,10,Veg
Chennai,Poonamallee,SRI BALA HOME FOODS,4.1,5,Too Few Ratings,300,Biryani,South Indian,Thattu Idly 2 Nos,33,Veg
Chennai,Poonamallee,SRI BALA HOME FOODS,4.1,5,Too Few Ratings,300,Biryani,South Indian,Ghee Podi Thattu Idly(2nos),60,Veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Starters,Kinlly Packed Water,30,Veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Starters,Chenna Fry,120,Veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Starters,Chicken 65,159,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Starters,Chilly Egg,140,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Starters,Chilly Chicken,159,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Break Fast,Chicken Fried Rice,179,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Break Fast,Chicken Noodels,179,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Break Fast,Egg Fried Rice,149,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Break Fast,Egg Noodels,149,Non-veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Break Fast,Veg Fried Rice,129,Veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Break Fast,Plain Chappthi,13,Veg
Chennai,Poonamallee,sri hari kitchen,4.1,5,Too Few Ratings,200,"South Indian,Indian",Snacks,Namkeen Mixer,59,Veg
Chennai,Poonamallee,Fresh Bowl,4.1,5,Too Few Ratings,350,"Desserts,Beverages",Cakes,Red Velvet Cupcake,380,Veg
Chennai,Poonamallee,Fresh Bowl,4.1,5,Too Few Ratings,350,"Desserts,Beverages",Cakes,Chocolate Cupcake,380,Veg
Chennai,Poonamallee,Fresh Bowl,4.1,5,Too Few Ratings,350,"Desserts,Beverages",Cakes,Vanilla Cupcake,380,Veg
Chennai,Poonamallee,Shawarma Crime Poonamallee,4.1,5,Too Few Ratings,500,"Arabian,Snacks",Kebab,Chicken Chilli Kebab,120,Non-veg
Chennai,Poonamallee,Shawarma Crime Poonamallee,4.1,5,Too Few Ratings,500,"Arabian,Snacks",Kebab,Chicken Malai Kebab,120,Non-veg
Chennai,Poonamallee,Shawarma Crime Poonamallee,4.1,5,Too Few Ratings,500,"Arabian,Snacks",Kebab,Chicken Pudina Kebab,120,Non-veg
Chennai,Poonamallee,Shawarma Crime Poonamallee,4.1,5,Too Few Ratings,500,"Arabian,Snacks",Kebab,Assorted Chicken Kebab,170,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Veggie Delite Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Chatpata Chana Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Aloo Patty Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Corn & Peas Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Veg Seekh Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Veg Shammi Kebab Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Paneer Tikka Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Tandoori Tofu Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Mexican Patty Salad,285.7,Veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Chicken Kofta Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Tandoori Chicken Tikka Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Peri Peri Chicken Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Chicken Slice Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Roasted Chicken Strips Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Chicken Teriyaki Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Turkey & Chicken Slice Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Italian B.M.T. Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Subway Club Salad,314.3,Non-veg
Chennai,Poonamallee,Subway,4.1,100,100+ ratings,350,"Fast Food,Salads",Salads,Turkey Salad,314.3,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,French Fries,60,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Mushroom Manchurian Semi Gravy,130,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Mushroom Manchurian Gravy,130,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Mushroom Gravy,130,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Mushroom Pepper Fry,130,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Gobi Manchurian Semi Gravy,125,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Gobi Manchurian Gravy,125,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Gobi Semi Gravy,125,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Gobi Gravy,125,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Paneer Manchurian Semi Gravy,140,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Paneer Manchurian Gravy,140,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Paneer Semi Gravy,135,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Paneer Gravy,135,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Egg Pepper Fry,130,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Chicken,130,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Varuval,130,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Fry,130,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Lollypop,150,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Pepper Fry,150,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Podimass,150,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Drumstick Chicken,170,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Manchurian Dry,160,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chicken Manchurian Gravy,160,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Dragon Chicken,219,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chinese Fried Chicken (Half),299,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Mutton Chukka,249,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Mutton,249,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Mutton Pepper Fry,249,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Mutton Balls,249,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Tawa Fish Fry (2 Pcs),249,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Fish Manchurian,229,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Fish,229,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Fish Finger,249,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilly Prawn,239,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Prawn Pepper Fry,225,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Prawn 65,225,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Prawn Manchurian,225,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Kaadai 65,169,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Kaadai Fry,169,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Chilli Crab,179,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Nattukozhi Roast,215,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Starters,Nattukozhi Roast Fry,215,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Parotta,25,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Chilly Parotta,130,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Egg Kothu Parotta,130,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Chicken Kothu Parotta,139,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Chapathi,25,Veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Omlette,25,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Half Boil,25,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Kalakki,25,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Full Boil,25,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Masala Omlette,50,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Boiled Egg,10,Non-veg
Chennai,Poonamallee,ARABIAN NIKKAH BRIYANI,3.3,100,100+ ratings,400,Indian,Parotta,Egg Podimass,59,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Ginger Chicken,150,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken Manchurian,150,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Pepper Chicken,150,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chilli Chicken,120,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken Lollipop,120,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken 65,120,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Egg Noodles,120,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Egg Rice,110,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken Schezwan Noodles,150,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken Schezwan Fried Rice,140,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Veg Noodles,110,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Veg Rice,110,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken Noodles,130,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Chinese,Chicken Rice,120,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Grilled Chicken,Grilled Chicken ( Quarter ),120,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Grilled Chicken,Grilled Chicken ( Full),440,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Grilled Chicken,Grilled Chicken ( Half ),220,Non-veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Ice Cream,Ice Cream Scoop,35,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Ice Cream,Black Currant,45,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Ice Cream,Pineapple,45,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Ice Cream,Mango,45,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Ice Cream,Chocolate,45,Veg
Chennai,Poonamallee,DESERT SHAWARMA MIRDUS KITCHEN,4.1,5,Too Few Ratings,170,"Arabian,American",Ice Cream,Strawberry,45,Veg
